Timestamp,Role,YearsOfExperience,FamiliarityWithBIM,CurrentBIMUsage,ReasonForNoBIM,adv_centralizesInfo,adv_improvesClarity3D,adv_reducesMisunderstandings,adv_facilitatesFeedback,adv_enhancesIntegration,adv_multidisciplinaryCollab,adv_streamlinesCoordination,adv_integratedDelivery,adv_remoteCollaboration,adv_promotesTransparency,adv_speedsUpPlanning,adv_learningCurveJustified,adv_automatesTakeoff,adv_parametricModeling,adv_boostsOverallEfficiency,adv_clashDetection,adv_reducesOnSiteErrors,adv_minimizesAmbiguities,adv_visualizesComplexSystems,adv_improvesConstructability,adv_lowersCosts,adv_optimizesResourceUsage,adv_cutsDownDelays,adv_longTermSavings,adv_smootherWorkflows,chal_dataExchange,chal_disorganizedInfo,chal_outdatedInfo,chal_misinterpretation,chal_siloedWorkflows,chal_ineffectiveCoordination,chal_limitedInteroperability,chal_lackOfTrust,chal_steepLearningCurve,chal_underutilizationOfFeatures,chal_inadequateHardware,chal_insufficientTraining,chal_limitedClashKnowledge,chal_poorRoleDefinitions,chal_incompleteModels,chal_noStandardizedProtocols,chal_highInvestment,chal_difficultyProvingROI,chal_extendedTimelines,chal_misalignmentOfCosts,strat_establishCDE,strat_adoptIFC,strat_implementIPD,strat_appointBimCoordinator,strat_ongoingTraining,strat_investInHardware,strat_mandatoryClashDetection,strat_developBEP,strat_conductROIStudies,strat_integrateCostTools,ProjectsInvolved,OrganizationType,Age,Gender,Location
2/23/2026 13:57:35,Client/Owner/Developer,10,Somewhat familiar,Planning to adopt,N/A,4,4,4,4,3,4,4,4,3,4,4,3,3,3,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,5,4,3,4,5,4,4,4,3,5,5,4,4,4,4,4,5,5,4,5,4,5,4,Commercial,Client/Owner/Developer,37,Prefer not to say,Cebu
2/23/2026 14:04:22,Contractor,3,Somewhat familiar,Currently use BIM,N/A,4,5,4,3,3,4,4,4,3,3,3,4,4,3,3,4,4,4,3,4,3,3,4,3,3,4,3,5,4,3,3,4,4,3,3,4,4,4,4,3,4,4,4,4,3,4,4,4,5,4,4,4,4,4,5,Residential,Construction Company/Contractor,26,Female,Mandaluyong
2/23/2026 14:08:29,Contractor,7,Somewhat familiar,Planning to adopt,N/A,3,4,4,4,3,4,4,3,4,4,2,3,3,3,4,3,4,5,5,3,3,4,3,3,4,3,4,5,3,3,4,5,4,3,4,4,5,4,4,5,4,3,3,4,3,4,4,5,3,4,4,5,5,3,4,Infrastructure,Construction Company/Contractor,37,Male,Cebu
2/23/2026 14:09:13,Client/Owner/Developer,6,Somewhat familiar,Planning to adopt,N/A,4,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,4,4,4,4,5,5,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,5,5,5,5,4,4,4,4,"Residential, Commercial",Client/Owner/Developer,33,Female,Quezon City
2/23/2026 14:10:21,Engineer,10,Somewhat familiar,Currently use BIM,N/A,4,4,4,3,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,Residential,Architecture/Engineering Design Firm,35,Female,Parang
2/23/2026 14:10:35,Engineer,15,Somewhat familiar,Planning to adopt,N/A,4,4,4,3,3,4,4,4,3,4,4,4,3,3,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,5,5,5,4,4,5,4,4,4,3,5,5,4,4,4,4,4,5,5,5,5,5,5,4,"Residential, Commercial",Architecture/Engineering Design Firm,48,Prefer not to say,San Fernando City
2/23/2026 14:12:36,Engineer,10,Somewhat familiar,Currently use BIM,N/A,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Residential,Architecture/Engineering Design Firm,35,Female,Paranaque
2/23/2026 14:16:29,Project Manager,2,Somewhat familiar,Planning to adopt,N/A,4,4,3,4,4,4,4,4,3,4,5,4,3,4,4,4,5,4,4,3,4,3,4,4,4,3,4,3,2,2,3,2,3,3,3,3,3,2,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,Residential,Client/Owner/Developer,25,Female,Baguio City
2/23/2026 14:26:11,Client/Owner/Developer,7,Somewhat familiar,Planning to adopt,N/A,4,4,4,5,4,4,4,5,4,3,4,5,4,5,4,4,4,4,4,4,5,5,4,5,5,4,2,4,4,2,4,4,3,4,4,4,5,4,4,4,4,5,5,4,4,3,4,5,4,5,4,4,4,4,5,"Residential, Infrastructure",Client/Owner/Developer,35,Male,Baguio City
2/23/2026 14:26:53,Engineer,5,Somewhat familiar,Currently use BIM,N/A,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,4,5,5,4,4,4,4,4,4,4,4,5,4,3,4,4,4,5,5,4,4,4,4,5,4,4,4,4,4,5,4,4,5,5,5,4,5,5,"Residential, Infrastructure",Consulting/Project Management Firm,27,Male,Pampanga
2/23/2026 14:41:17,Contractor,8,Very familiar,Planning to adopt,N/A,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,"Residential, Commercial, Infrastructure, Industrial",Construction Company/Contractor,42,Prefer not to say,Makati
2/23/2026 14:44:59,Project Manager,12,Somewhat familiar,Planning to adopt,N/A,4,5,4,5,5,4,4,5,4,4,5,5,4,4,4,5,4,4,4,5,5,5,4,5,4,4,5,4,4,5,5,4,5,4,4,5,4,4,4,5,4,4,4,5,4,4,4,4,5,4,4,4,5,4,4,"Residential, Commercial, Infrastructure",Consulting/Project Management Firm,37,Male,Taguig
2/23/2026 14:49:36,Engineer,5,Very familiar,Planning to adopt,N/A,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Residential, Commercial, Infrastructure, Industrial",Architecture/Engineering Design Firm,41,Prefer not to say,Manila
2/23/2026 14:49:49,Project Manager,9,Very familiar,Planning to adopt,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Residential, Commercial, Infrastructure, Industrial",Consulting/Project Management Firm,49,Prefer not to say,Cebu
2/23/2026 14:55:58,Client/Owner/Developer,9,Very familiar,Currently use BIM,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Residential, Commercial, Infrastructure, Industrial",Client/Owner/Developer,49,Prefer not to say,Cebu
2/23/2026 14:57:13,Contractor,20,Very familiar,Currently use BIM,N/A,5,5,4,4,4,4,5,4,3,4,5,4,4,4,4,5,5,4,5,5,4,4,5,5,4,4,4,4,4,4,4,5,4,5,4,5,5,4,4,4,4,5,5,4,4,5,4,4,4,5,5,5,5,4,5,"Residential, Commercial, Infrastructure",Construction Company/Contractor,45,Male,"Baguio, Philippines"
2/23/2026 15:00:01,Project Manager,13,Somewhat familiar,Currently use BIM,N/A,4,4,4,4,4,5,4,5,5,4,4,4,4,3,4,3,4,4,3,4,3,4,3,3,4,4,2,4,4,3,2,4,4,3,4,4,4,3,4,4,5,4,4,3,4,5,5,4,5,5,5,5,4,5,5,Commercial,Consulting/Project Management Firm,45,Female,Quezon City
2/23/2026 15:01:53,Engineer,5,Somewhat familiar,Planning to adopt,N/A,4,4,3,4,3,4,4,3,4,4,5,4,4,4,4,4,4,5,4,4,3,4,5,4,4,4,5,4,3,4,5,4,4,5,5,5,5,4,5,4,4,4,5,4,5,4,4,4,4,3,4,4,5,3,4,"Residential, Commercial",Architecture/Engineering Design Firm,30,Male,Pasig
2/23/2026 15:02:34,Project Manager,12,Somewhat familiar,Planning to adopt,N/A,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4,5,4,4,4,4,5,4,4,5,4,4,5,5,4,"Commercial, Infrastructure",Consulting/Project Management Firm,38,Female,"Baguio City, Benguet"
2/23/2026 15:02:55,Contractor,5,Somewhat familiar,Planning to adopt,N/A,3,4,4,3,4,4,4,3,3,4,4,3,4,4,4,3,3,4,3,4,4,4,4,3,3,4,3,4,3,3,2,3,5,5,3,3,5,4,4,5,5,3,4,4,3,4,4,4,4,5,4,4,4,4,5,Residential,Construction Company/Contractor,34,Male,Makati
2/23/2026 15:04:31,Project Manager,12,Somewhat familiar,Planning to adopt,N/A,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,4,4,3,3,4,4,Commercial,Consulting/Project Management Firm,38,Male,Cebu City
2/23/2026 15:07:50,Architect,1,Very familiar,Currently use BIM,N/A,5,5,4,5,4,5,4,4,5,5,4,5,4,5,4,5,5,4,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,5,4,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,5,Commercial,Architecture/Engineering Design Firm,26,Male,Quezon City
2/23/2026 15:09:57,Engineer,1,Somewhat familiar,Planning to adopt,N/A,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,3,3,4,3,4,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,3,Residential,Architecture/Engineering Design Firm,26,Female,Manila
2/23/2026 15:10:16,Client/Owner/Developer,15,Not at all familiar,Not using BIM,CAD/2D methods suffice for local residential work ,3,3,3,2,2,3,3,3,2,3,3,2,3,2,3,3,4,3,3,3,2,2,3,2,3,3,2,3,2,3,4,3,4,5,3,3,4,2,3,3,2,5,4,4,5,3,2,3,3,4,3,3,3,4,3,"Residential, Commercial",Client/Owner/Developer,52,Male,"Baguio, Philippines"
2/23/2026 15:10:44,Engineer,2,Somewhat familiar,Planning to adopt,N/A,3,2,4,3,4,2,2,4,4,4,4,3,3,3,3,4,4,4,3,3,4,4,4,3,3,4,2,3,2,4,3,3,3,3,3,5,3,2,3,4,3,2,3,3,4,4,3,3,4,4,4,2,4,4,4,Residential,Architecture/Engineering Design Firm,27,Prefer not to say,Makati
2/23/2026 15:14:20,Contractor,15,Very familiar,Currently use BIM,N/A,5,4,5,4,5,5,5,4,5,4,5,4,5,4,5,5,5,5,5,5,5,4,5,5,5,4,5,4,5,4,5,5,5,4,5,5,5,4,5,5,5,4,5,4,5,5,5,5,4,5,5,4,5,5,5,"Residential, Commercial, Infrastructure, Industrial",Construction Company/Contractor,40,Male,Cebu
2/23/2026 15:17:47,Contractor,5,Somewhat familiar,Currently use BIM,N/A,3,4,4,3,4,5,4,4,3,4,4,5,4,4,4,3,4,4,3,5,4,4,3,3,4,4,4,3,4,3,4,4,4,3,3,3,2,4,3,4,4,3,4,5,4,4,4,3,4,4,4,4,3,5,4,Residential,Construction Company/Contractor,37,Male,Makati
2/23/2026 15:20:21,Architect,8,Somewhat familiar,Planning to adopt,N/A,3,4,3,4,5,3,4,4,5,3,5,5,4,3,5,4,4,4,3,4,3,3,5,4,5,3,3,4,5,4,5,4,3,4,3,4,3,3,3,3,4,4,3,4,4,4,4,4,5,4,4,4,4,4,3,Commercial,Architecture/Engineering Design Firm,27,Female,Pasay
2/23/2026 15:22:47,Engineer,7,Very familiar,Currently use BIM,N/A,4,4,5,4,5,4,4,5,5,4,4,5,4,5,5,5,4,4,4,5,5,4,3,5,4,4,5,4,5,4,4,5,5,5,5,3,3,4,5,4,5,4,5,4,4,4,4,5,4,4,5,4,3,4,5,"Commercial, Infrastructure",Architecture/Engineering Design Firm,46,Prefer not to say,Pasay
2/23/2026 15:23:11,Engineer,7,Very familiar,Currently use BIM,N/A,4,5,4,5,4,3,4,3,4,5,5,5,4,5,5,5,5,4,5,4,3,4,5,5,4,5,5,3,5,2,1,5,4,4,4,4,5,5,5,4,5,5,4,2,5,5,5,4,5,4,3,5,5,4,2,"Infrastructure, Industrial",Construction Company/Contractor,30,Female,Cebu
2/23/2026 15:25:44,Engineer,4,Not at all familiar,Currently use BIM,N/A,3,4,4,3,4,4,5,5,4,4,4,4,4,3,4,4,5,5,4,4,3,3,4,4,3,4,4,4,3,3,4,4,3,3,5,3,4,3,3,3,3,4,4,3,4,4,4,4,3,4,4,3,4,3,4,"Commercial, Infrastructure",Consulting/Project Management Firm,25,Male,Cebu
2/23/2026 15:28:01,Client/Owner/Developer,2,Somewhat familiar,Currently use BIM,N/A,4,4,4,4,4,3,4,4,3,3,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4,3,3,4,4,4,3,3,3,3,3,3,3,Commercial,Construction Company/Contractor,30,Female,Mandaluyong
2/23/2026 15:30:54,Client/Owner/Developer,8,Not at all familiar,Planning to adopt,N/A,4,4,3,3,3,3,4,4,4,3,4,4,4,4,4,5,5,5,4,4,5,4,3,4,4,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,5,5,4,4,5,5,4,4,"Residential, Commercial",Client/Owner/Developer,36,Male,Baguio City
2/23/2026 15:34:58,Engineer,6,Somewhat familiar,Planning to adopt,N/A,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,3,4,4,4,4,4,4,4,4,5,4,4,3,3,4,4,4,4,3,3,4,3,4,4,4,4,4,5,5,4,4,4,4,4,4,4,Residential,Architecture/Engineering Design Firm,32,Male,Pasig
2/23/2026 15:38:28,Client/Owner/Developer,12,Very familiar,Currently use BIM,N/A,4,4,3,5,4,4,4,4,3,4,4,4,5,4,5,4,3,3,4,3,4,3,3,3,4,5,4,5,4,3,4,4,5,3,3,4,3,4,4,3,3,3,3,4,4,3,4,4,4,4,3,4,5,5,4,"Residential, Commercial, Infrastructure",Client/Owner/Developer,48,Female,Baguio City
2/23/2026 15:42:52,Client/Owner/Developer,1,Not at all familiar,Currently use BIM,N/A,3,3,3,4,4,3,4,4,4,4,4,4,4,3,4,3,5,3,3,4,4,4,3,3,4,4,3,4,5,4,3,4,4,4,3,3,4,4,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,Residential,Client/Owner/Developer,25,Female,Angeles
2/23/2026 15:46:17,Client/Owner/Developer,2,Somewhat familiar,Planning to adopt,N/A,5,5,4,4,4,4,4,5,4,5,4,4,3,4,5,4,4,5,4,4,5,4,4,5,5,3,3,4,4,4,3,4,5,4,3,4,4,4,4,4,4,5,5,4,4,5,4,4,5,4,4,5,5,5,5,Residential,Client/Owner/Developer,40,Female,Baguio City
2/23/2026 15:50:00,Client/Owner/Developer,6,Somewhat familiar,Planning to adopt,N/A,5,4,3,4,3,4,4,4,4,4,3,4,4,4,3,4,4,3,4,4,3,4,4,5,4,5,4,4,3,4,4,3,4,5,4,4,4,3,4,4,3,4,3,4,4,4,4,4,4,5,5,4,4,4,4,Residential,Client/Owner/Developer,33,Male,Angeles
2/23/2026 15:50:50,Project Manager,2,Somewhat familiar,Currently use BIM,N/A,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,3,3,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,"Residential, Commercial",Consulting/Project Management Firm,29,Prefer not to say,Bacolod
2/23/2026 15:58:51,Client/Owner/Developer,13,Very familiar,Currently use BIM,N/A,4,5,3,4,5,4,4,4,3,4,5,3,4,5,5,4,3,3,4,4,5,5,4,3,4,4,2,4,3,2,3,4,4,3,2,3,4,2,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,Residential,Client/Owner/Developer,28,Female,San Fernando City
2/23/2026 15:58:52,Project Manager,5,Somewhat familiar,Planning to adopt,N/A,4,4,3,5,4,3,4,4,4,3,3,4,5,5,4,5,4,3,4,5,4,3,4,4,4,4,4,4,5,5,4,4,3,4,3,4,4,4,4,5,5,4,4,5,5,5,4,4,4,4,3,4,4,4,5,"Residential, Infrastructure",Consulting/Project Management Firm,40,Female,"Davao City, Davao Del Sur"
2/23/2026 16:00:46,Client/Owner/Developer,24,Somewhat familiar,Currently use BIM,N/A,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Commercial,Client/Owner/Developer,46,Female,"Baguio City, Benguet"
2/23/2026 16:08:14,Engineer,24,Very familiar,Currently use BIM,N/A,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Residential,Architecture/Engineering Design Firm,47,Male,"Baguio City, Benguet"
2/23/2026 16:11:57,Contractor,9,Very familiar,Currently use BIM,N/A,4,5,3,4,4,3,3,4,4,4,4,5,4,4,4,5,4,4,4,3,4,4,5,4,4,4,3,4,3,4,4,5,4,4,4,4,4,5,4,4,3,3,4,4,5,5,4,4,5,5,4,4,5,4,4,"Residential, Commercial, Infrastructure",Construction Company/Contractor,43,Female,Pasay City
2/23/2026 16:12:45,Project Manager,2,Somewhat familiar,Planning to adopt,N/A,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,4,4,4,4,3,3,4,Residential,Consulting/Project Management Firm,30,Prefer not to say,Taguig
2/23/2026 16:13:56,Project Manager,24,Somewhat familiar,Currently use BIM,N/A,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Residential,Architecture/Engineering Design Firm,46,Male,"Baguio City, Benguet"
2/23/2026 16:16:48,Client/Owner/Developer,2,Not at all familiar,Planning to adopt,N/A,4,4,3,4,4,4,4,4,4,4,4,3,4,3,2,3,3,2,4,4,3,3,4,4,4,4,4,3,3,3,3,4,3,3,3,3,5,4,3,4,3,3,4,4,4,4,4,4,3,4,4,3,4,4,4,Residential,Client/Owner/Developer,29,Female,"Cagayan De Oro City, Misamis Oriental"
2/23/2026 16:19:20,Engineer,7,Somewhat familiar,Currently use BIM,N/A,5,3,4,4,5,2,4,5,4,5,4,4,2,5,5,4,4,4,5,5,2,5,5,2,4,3,3,4,5,2,2,5,5,3,3,3,4,4,5,5,3,3,3,4,4,4,4,3,5,4,4,4,4,4,4,Commercial,Client/Owner/Developer,53,Female,Angeles
2/23/2026 16:25:03,Project Manager,4,Somewhat familiar,Planning to adopt,N/A,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,4,4,4,4,4,4,3,3,5,4,3,4,5,4,3,2,3,4,3,4,5,5,4,4,4,3,4,5,5,4,5,5,4,4,4,Industrial,Consulting/Project Management Firm,50,Male,Davao
2/23/2026 16:26:05,Project Manager,2,Somewhat familiar,Currently use BIM,N/A,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,3,3,4,4,4,4,4,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,Residential,Consulting/Project Management Firm,28,Male,"Baguio City, Philippines"
2/23/2026 16:28:26,Client/Owner/Developer,10,Somewhat familiar,Planning to adopt,N/A,3,4,4,4,3,4,4,3,4,5,4,3,4,5,4,3,2,4,4,3,4,4,4,4,4,4,3,4,3,4,4,3,4,2,2,3,4,5,4,5,5,5,5,5,5,4,4,3,3,4,4,3,4,3,3,Commercial,Client/Owner/Developer,53,Female,Angeles
2/23/2026 16:31:15,Contractor,8,Somewhat familiar,Planning to adopt,N/A,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,Industrial,Construction Company/Contractor,34,Female,"Makati City, Metro Manila"
2/23/2026 16:40:36,Architect,2,Very familiar,Currently use BIM,N/A,5,4,3,4,5,4,4,5,5,5,5,4,5,4,4,4,4,4,5,5,4,4,4,5,5,3,2,4,3,5,4,3,3,3,3,5,5,4,5,3,3,5,4,3,4,3,4,4,4,5,4,5,5,4,4,Residential,Architecture/Engineering Design Firm,26,Prefer not to say,Pasay
2/23/2026 16:43:51,Project Manager,7,Somewhat familiar,Currently use BIM,N/A,4,5,5,5,5,4,4,5,5,4,4,3,5,4,4,3,4,3,4,4,4,5,5,4,4,3,2,2,3,2,3,4,4,5,5,3,5,3,3,3,3,4,3,2,2,4,4,4,4,5,4,3,4,5,4,"Residential, Commercial",Consulting/Project Management Firm,34,Male,"City Of Makati, Metro Manila, Philippines"
2/23/2026 16:44:28,Client/Owner/Developer,25,Very familiar,Currently use BIM,N/A,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,4,5,5,4,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,"Residential, Commercial",Client/Owner/Developer,45,Male,San Fernando City
2/23/2026 16:53:14,Engineer,4,Somewhat familiar,Planning to adopt,N/A,4,4,4,4,4,4,4,4,4,4,5,5,4,5,5,4,5,4,4,4,5,5,4,4,4,3,3,3,3,2,2,3,4,3,3,4,4,4,4,4,5,2,3,2,4,4,5,4,4,5,3,4,4,5,5,"Residential, Commercial",Architecture/Engineering Design Firm,32,Prefer not to say,Baguio City
2/23/2026 16:56:02,Client/Owner/Developer,5,Very familiar,Planning to adopt,N/A,5,4,5,4,5,4,4,5,4,4,4,5,5,4,4,4,4,4,4,5,5,4,4,4,4,4,2,3,2,3,3,4,4,4,3,3,4,4,4,3,3,4,3,2,3,4,4,5,4,5,4,4,4,4,4,Residential,Client/Owner/Developer,30,Male,Cebu
2/23/2026 17:06:04,Project Manager,4,Somewhat familiar,Planning to adopt,N/A,4,4,3,4,3,4,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,4,4,2,3,4,4,4,4,2,4,4,4,5,4,3,5,4,5,4,3,3,4,5,"Commercial, Infrastructure, Industrial",Architecture/Engineering Design Firm,35,Female,"Tabuk City, Kalinga"
2/23/2026 17:14:17,Contractor,2,Somewhat familiar,Planning to adopt,N/A,3,4,4,3,3,3,4,4,4,4,4,4,4,3,3,4,4,4,3,3,3,3,4,4,3,4,4,4,4,3,4,3,3,3,3,4,4,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,3,3,4,Residential,Construction Company/Contractor,30,Female,Baguio City
2/23/2026 17:14:37,Client/Owner/Developer,15,Somewhat familiar,Currently use BIM,N/A,5,4,5,4,5,5,4,5,5,5,4,5,5,4,4,5,3,3,5,5,3,4,4,5,4,4,3,4,5,5,5,3,4,4,4,3,3,3,4,4,5,4,4,4,4,4,3,5,5,4,4,5,3,5,5,Residential,Client/Owner/Developer,55,Female,Cebu
2/23/2026 17:15:52,Project Manager,7,Very familiar,Currently use BIM,N/A,5,5,4,4,5,4,5,3,4,4,5,4,5,5,5,5,4,4,5,5,3,4,5,3,5,4,2,5,5,4,2,5,5,3,5,5,5,5,4,3,5,5,4,3,5,4,5,5,5,5,4,4,5,5,5,"Residential, Commercial",Consulting/Project Management Firm,32,Male,"Bagong Silang, Mandaluyong"
2/23/2026 17:20:13,Project Manager,2,Somewhat familiar,Planning to adopt,N/A,4,5,4,4,5,4,4,4,5,5,4,4,5,4,4,4,5,4,4,5,4,5,4,4,4,3,2,2,3,2,2,4,2,2,4,2,2,2,3,2,2,3,2,2,3,4,4,5,4,4,4,4,4,4,5,Residential,Consulting/Project Management Firm,27,Female,Taguig
2/23/2026 17:21:30,Contractor,5,Very familiar,Currently use BIM,N/A,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Residential,Construction Company/Contractor,30,Male,Makati
2/23/2026 17:49:03,Contractor,8,Very familiar,Currently use BIM,N/A,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Residential,Construction Company/Contractor,36,Male,Makati
2/23/2026 17:58:02,Client/Owner/Developer,3,Somewhat familiar,Planning to adopt,N/A,4,4,4,4,4,5,4,4,5,5,4,5,5,4,5,4,5,5,5,4,4,5,5,4,5,2,2,3,4,2,3,2,2,3,2,4,2,2,3,2,4,2,2,2,3,5,4,4,5,4,5,4,4,5,4,Residential,Client/Owner/Developer,28,Female,San Fernando City
2/23/2026 18:03:27,Project Manager,18,Somewhat familiar,Planning to adopt,N/A,5,4,4,4,4,4,4,4,5,5,5,4,5,5,4,4,4,5,4,4,4,4,5,5,5,4,4,4,4,5,5,4,3,4,3,4,4,4,5,5,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,"Residential, Commercial",Consulting/Project Management Firm,49,Male,Bacolod
2/23/2026 18:09:24,Project Manager,33,Very familiar,Currently use BIM,N/A,4,5,5,3,3,4,4,2,3,4,4,3,4,3,4,4,5,2,5,4,3,4,4,3,4,4,4,5,4,4,1,4,2,3,4,4,5,4,5,5,5,4,5,2,4,5,5,4,5,5,3,4,4,4,3,"Residential, Commercial, Infrastructure",Consulting/Project Management Firm,58,Male,San Fernando City
2/23/2026 18:16:47,Engineer,10,Very familiar,Currently use BIM,N/A,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Commercial,Architecture/Engineering Design Firm,36,Male,Pasay
2/23/2026 18:24:38,Project Manager,7,Very familiar,Currently use BIM,N/A,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Infrastructure,Consulting/Project Management Firm,38,Male,Davao
2/23/2026 18:28:19,Client/Owner/Developer,5,Somewhat familiar,Planning to adopt,N/A,4,5,5,4,5,5,4,3,5,5,4,4,5,5,4,3,4,3,4,4,3,4,4,4,4,4,2,5,4,3,2,4,4,3,4,4,5,5,4,4,5,5,5,3,4,5,5,5,5,5,3,4,5,5,4,"Residential, Commercial",Client/Owner/Developer,31,Female,"Alegria, Cebu"
2/23/2026 18:36:41,Client/Owner/Developer,8,Very familiar,Currently use BIM,N/A,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Infrastructure,Client/Owner/Developer,36,Male,Iloilo
